wiki_name,parkCode,title,shortDescription,location,url,duration,activity_tags
Acadia,acad,Hike Gorham Mountain Loop,"The Gorham Mountain Loop is 3.5 miles featuring mountains and a rocky coastline with panoramic views of Mount Desert Island, Frenchman Bay, and the outlying islands.",Gorham Mountain Summit,https://www.nps.gov/thingstodo/hike-gorham-mountain-loop.htm,1-3 Hours,Hiking
Acadia,acad,Picnic at Jordan Pond,"Eat at Acadia's only restaurant, the historic Jordan Pond House, or bring your own picnic. This popular spot on Park Loop Road is a crossroad for historic carriage roads and hiking trails, as well as a launch point for canoeing and kayaking.",Jordan Pond House,https://www.nps.gov/thingstodo/explore-jordan-pond.htm,,Picnicking
Acadia,acad,Paddle Long Pond,Explore Acadia's longest pond by boat.,Long Pond South Boat Launch,https://www.nps.gov/thingstodo/paddle-long-pond.htm,,Paddling
Acadia,acad,Paddle Eagle Lake,Explore Eagle Lake by canoe or kayak.,Eagle Lake Boat Ramp,https://www.nps.gov/thingstodo/paddle-eagle-lake.htm,,Paddling
Acadia,acad,Paddle Echo Lake,Launch at Ikes Point to explore Echo Lake by boat.,Ikes Point,https://www.nps.gov/thingstodo/paddle-echo-lake.htm,,Paddling
Acadia,acad,Paddle Jordan Pond,Paddle Jordan Pond in the center of Mount Desert Island.,Jordan Pond Boat Ramp,https://www.nps.gov/thingstodo/paddle-jordan-pond.htm,,Paddling
Acadia,acad,Hike Great Head Trail,This 1.7 mile trail has spectacular ocean views along a coastal headland with some wooded sections. This historic trail also includes the ruins of an early 1900's tea house.,Great Head/Sand Beach,https://www.nps.gov/thingstodo/hike-great-head-trail.htm,2-4 Hours,Hiking
Acadia,acad,Hike Ship Harbor Trail,"Ship Harbor Trail is a 1.3 mile figure-8 loop near Seawall. Great for families and birders, and a variety of habitats can be seen along the shore.",Ship Harbor Trailhead,https://www.nps.gov/thingstodo/hike-ship-harbor-trail.htm,30-60 Minutes,Hiking
Acadia,acad,Hike Carriage Roads,"Many carriage roads intersect with hiking trails. They can be incorporated into a hike to create a loop, add distance, or provide opportunities for more even terrain to gain or lose elevation.",Carriage Roads,https://www.nps.gov/thingstodo/hike-carriage-roads.htm,,Hiking
Acadia,acad,Birding Cadillac Mountain,"Enjoy excellent birding opportunities from Acadia's highest point. In the fall (late August-October), join park rangers and volunteers daily at the Cadillac Mountain Hawkwatch.",Cadillac Mountain,https://www.nps.gov/thingstodo/birding-cadillac-mountain.htm,,Birdwatching
Acadia,acad,"Birding ""with"" the Champlain Society","In the early 1880's members if the Champlain Society documented bird species breeding on Mount Desert Island. Follow along the same trails they took and observe what birds we find in those places. Are they the same, or different?",,https://www.nps.gov/thingstodo/birding-with-the-champlain-society.htm,,Birdwatching
Acadia,acad,Birding at Otter Point,Enjoy Acadia's rugged coastline along Otter Point and search for passing seabirds and listen for songbirds in the nearby forest.,Otter Point Parking Area,https://www.nps.gov/thingstodo/birding-otter-point.htm,,Birdwatching
Acadia,acad,Hike Beehive Loop,"This is a 1.4 mile loop trail that ascends a 450 ft cliff face. Exposed cliffs, iron rungs, and granite staircases climb this trail revealing scenic ocean views.",The Beehive,https://www.nps.gov/thingstodo/hike-beehive-loop.htm,1-3 Hours,Hiking
Acadia,acad,Stargazing at Seawall,Explore the night sky from the west side of Mount Desert Island while enjoying the ocean soundscape.,Seawall Picnic Area,https://www.nps.gov/thingstodo/stargazing-seawall.htm,,Stargazing
Acadia,acad,Tidepooling at Ship Harbor,Explore tidepooling opportunities on the rocky shoreline off this easy figure-8 coastal forest trail.,Ship Harbor Trail,https://www.nps.gov/thingstodo/tidepooling-at-ship-harbor.htm,,Wildlife Watching
Acadia,acad,Hike Bar Island Trail,"Walk along a gravel sand bar during low tide to reach Bar Island. Once on the island, hike another mile to the highest point on the island for views of Bar Harbor and Frenchman Bay.",Bar Island,https://www.nps.gov/thingstodo/hike-bar-island-trail.htm,45-90 Minutes,Hiking
Acadia,acad,Birding at Thompson Island,"Explore migratory shorebirds, terns, and gulls (August-October) on the mudflats of Mt. Desert Narrows.",Thompson Island,https://www.nps.gov/thingstodo/birding-at-thompson-island.htm,,Birdwatching
Acadia,acad,Hike Ocean Path Trail,"The ocean path is a spectacular 2.2 mile long out and back trail takes you along the bold coast of Maine with ocean views, granite slabs, and rocky cliffs. This trail is a great way to access Thunder Hole and Otter Point from the Sand Beach parking area.",Ocean Path Trail,https://www.nps.gov/thingstodo/hike-ocean-path-trail.htm,2-4 Hours,Hiking
Acadia,acad,Hike Cadillac South Ridge Trail,This out and back trail is the longer option for hiking Cadillac Mountain with spectacular views of the Atlantic Ocean and outlying islands before reaching the summit.,Cadillac South Ridge Trail,https://www.nps.gov/thingstodo/hike-cadillac-south-ridge-trail.htm,2-4 Hours,Hiking
Acadia,acad,Hike Wonderland Trail,This 1.4 out and back trail on an old gravel fire road is family-friendly and provides direct access to the coastline with birding opportunities.,Wonderland Trail,https://www.nps.gov/thingstodo/hike-wonderland-trail.htm,30-60 Minutes,Hiking
Acadia,acad,Hike Schoodic Peninsula Trails,"This 7.5 mile network of hiking trails leads across the peninsula, from Winter Harbor in the north through spruce-fir forests, pine woodlands, and a shrubland, terminating on the southern end at Blueberry Hill. Enjoy views from the Anvil and Schoodic Head, as well as some challenging steep climbs from the East Trail.",Schoodic Peninsula,https://www.nps.gov/thingstodo/hike-schoodic.htm,,Hiking
Acadia,acad,Hike Jordan Cliffs Loop,"The Jordan Cliffs Loop offers a challenging 5 mile hike across steep slopes, iron rungs, and a strenuous climb up Sargent Mountain. Hikers are rewarded with panoramic views from two mountain summits and Jordan Pond nestled between the mountains.",Jordan Pond,https://www.nps.gov/thingstodo/hike-jordan-cliffs-loop.htm,3-4 Hours,Hiking
Acadia,acad,Birding the Carriage Roads,"Grab a bike and binoculars and take a ride. Just about everywhere you go you can find a feeding flock of songbirds. Great starting locations and loops: Eagle Lake, Witch Hole Pond Loop, Aunt Betty Pond, Jordan Pond, and Bubble Pond.",Carriage Roads (throughout Acadia National Park),https://www.nps.gov/thingstodo/birding-the-carriage-roads.htm,,Birdwatching
Acadia,acad,Birding Sieur de Monts Springs,"Explore the Wild Gardens of Acadia and Great Meadow, or take a walk on Jesup Path, Hemlock Trail and Stratheden Trail for birding opportunities.",Sieur de Monts,https://www.nps.gov/thingstodo/birding-sieur-de-monts-springs.htm,,Birdwatching
Acadia,acad,Hike Beachcroft Path,"The Beachcroft Path is an historic memorial pathway, constructed in 1915. Take this trail to reach Champlain Mountain for panoramic coastal mountain views of Mount Desert Island, Frenchman Bay, and the outlying islands.",Beachcroft Path,https://www.nps.gov/thingstodo/hike-beachcroft-path.htm,1-2 Hours,Hiking
Acadia,acad,Hike Cadillac North Ridge Trail,"A moderate out-and-back hike to the highest point both in Acadia and on the eastern seaboard. The trail is mostly exposed, providing hikers with sweeping vistas of Bar Harbor, Frenchman Bay, and the Schoodic Peninsula.",Cadillac North Ridge Trail,https://www.nps.gov/thingstodo/hike-cadillac-north-ridge-trail.htm,2-4 Hours,Hiking
American Samoa,npsa,Fruit Bat Watching,"Fruit bats are the only native mammals found in American Samoa. The two species of fruit bat and one insect-eating bat species are harmless to people. They have a wingspan close to three feet. As fruit eaters, fruit bats are excellent and vital pollinators. Plants rely on the fruit bat to spread its seeds through droppings. A colony of fruit bats ensures that the tropical rainforest remains healthy and full of new trees. ",,https://www.nps.gov/thingstodo/fruit-bat-watching.htm,,Wildlife Watching
American Samoa,npsa,Hike the historical WWII Blunts Point trail,Located at the top of these points are gun batteries that protected Pago Pago Harbor after bombing of Pearl Harbor in 1941. They symbolize American Samoa’s importance as a route from the United States to Australia and New Zealand.,,https://www.nps.gov/thingstodo/hike-historical-wwii-blunts-point-trail.htm,,Hiking
American Samoa,npsa,Hike Lower Sa'uma Trail,"Lower Sa'uma is one of the most famous hiking trails in the National Park of American Samoa, it contains remnants of an early settlement. In Lower Sa'uma, you will take a closer look at house foundations, stone tool manufacturing sites with stone tools scattered everywhere, and mounds and platforms that could be used for chiefly functions. ",,https://www.nps.gov/thingstodo/hike-lower-sauma-trail.htm,,Hiking
American Samoa,npsa,Snorkeling,"Each island of American Samoa supports a coral reef ecosystem in its coastal waters. These coral reefs support a variety of marine life typical of tropical Indo-Pacific waters. To date, over 950 species of fish and over 250 species of coral have been documented.",,https://www.nps.gov/thingstodo/snorkeling.htm,,Snorkeling
American Samoa,npsa,Take a boat ride to Aunu'u,"About one mile southeast of Tutuila’s eastern tip is the volcanic island of ‘Aunu’u, the smallest inhabited island. It can be reached by boat and explored by foot. 'Aunu'u Island is an excellent exposure of a relatively young flow of basalt inter-bedded with layers of tuff. The site also illustrates erosion by wave action and is covered with dense tropical vegetation.",,https://www.nps.gov/thingstodo/boat-ride-to-aunu-u.htm,,Boat Tour
American Samoa,npsa,Birdwatching on Lower Sauma Trail,Over 35 species of native birds fly in American Samoa’s skies. Each has its own story and place in our culture.,,https://www.nps.gov/thingstodo/birdwatching-lower-sauma-trail.htm,,Birdwatching
Arches,arch,Stargazing Events in Southeast Utah,"Rangers occasionally lead stargazing programs and events at parks throughout southeast Utah. Learn about what to expect and check out a schedule of stargazing events at Arches and Canyonlands national parks and Hovenweep and Natural Bridges national monuments. Even when formal programs are not offered, people are welcome to enjoy the parks after dark on their own.",Locations Vary,https://www.nps.gov/thingstodo/stargazing-southeast-utah.htm,1-3 Hours,Stargazing
Arches,arch,Backpacking at Arches,Backpacking at Arches is allowed in designated sites only and requires a permit.,,https://www.nps.gov/thingstodo/backpacking-at-arches.htm,,Backcountry Camping
Arches,arch,Canyoneering at Arches,"Arches has no real ""slot canyons"" but does afford some unique on-rope opportunities.",,https://www.nps.gov/thingstodo/canyoneering-at-arches.htm,,Canyoneering
Arches,arch,Rock Climbing at Arches,"Most climbing routes in the park require advanced techniques. Climbing is not allowed on any arches or certain named features, such as Balanced Rock.",,https://www.nps.gov/thingstodo/rock-climbing-at-arches.htm,,Rock Climbing
Arches,arch,Hiking at Arches,"Arches contains a variety of hiking trails, from easy/moderate to long and strenuous. Many trails use cairns (stacks of rocks) for markers and cross broad rock surfaces, requiring attention to follow. Learn how to Protect Yourself and Protect Your Park with hiking safety and Leave No Trace tips.",,https://www.nps.gov/thingstodo/hiking-at-arches.htm,,Hiking
Arches,arch,Enjoy Arches from the Road,"If you pay close attention, you can see close to two dozen arches from the comfort of your car.",,https://www.nps.gov/thingstodo/enjoy-arches-from-the-road.htm,2-4 Hours,Scenic Driving
Arches,arch,Explore the Fiery Furnace,Entry to the Fiery Furnace is managed by permits and ranger-led tours to ensure the experience of solitude and wilderness.,,https://www.nps.gov/thingstodo/explore-the-fiery-furnace.htm,,Off-Trail Permitted Hiking
Arches,arch,Start at Arches Visitor Center,"Stop at the visitor center to plan your visit, fill your water bottle, learn about the park, and pick up a souvenir.",,https://www.nps.gov/thingstodo/arches-visitor-center.htm,15-60 Minutes,Museum Exhibits
Arches,arch,Arches Junior Ranger Program,"Filled with fun activities, free Arches Junior Ranger books reveal the wonders of Arches to kids and parents alike.",,https://www.nps.gov/thingstodo/become-an-arches-junior-ranger.htm,,Junior Ranger Program
Arches,arch,Stargaze at Panorama Point,Arches National Park and the surrounding Colorado Plateau offer some of the darkest night skies remaining in the United States. You can enjoy the park after dark by viewing spectacular night skies.,Panorama Point,https://www.nps.gov/thingstodo/arches-stargaze.htm,15-120 Minutes,Stargazing
Badlands,badl,Campgrounds,"Set up camp at one of Badlands National Park's two official campgrounds. Whether you're seeing views of the Sage Creek Wilderness Area or Cedar Pass, you're sure to enjoy an overnight stay in the park.",,https://www.nps.gov/thingstodo/campgrounds-badl.htm,,Camping
Badlands,badl,Badlands Astronomy Festival,"Celebrate the spectacular sights and science of night skies at Badlands National Park's annual Astronomy Festival. Join astronomers, rangers, and visitors for activities, discussions, and programs about the night sky.",,https://www.nps.gov/thingstodo/badl-astronomy-festival.htm,30-60 Minutes,Astronomy
Badlands,badl,Badlands Ranger Programs,"Many different programs are led by rangers at Badlands National Park. Learn more about wildlife, geology, paleontology, and more by stopping at a ranger program during your visit! Visit this page to find program descriptions, locations, and typical times.",,https://www.nps.gov/thingstodo/badl-ranger-programs.htm,20-60 Minutes,Guided Tours
Badlands,badl,Backcountry Camping,"Backcountry camping in the Badlands can be an exciting adventure for prepared and experienced hikers. Read more about rules, safety, and recommendations for backcountry campers here.",,https://www.nps.gov/thingstodo/backcountry-camping-badl.htm,,Camping
Badlands,badl,Pick Your Park Adventure in the Badlands,"Pick your park adventure in the Badlands by deciding where to go next at the end of every chapter. Once your adventure is over, you can submit this activity to earn a Junior Ranger patch!",,https://www.nps.gov/thingstodo/pick-your-park-adventure.htm,,Junior Ranger Program
Badlands,badl,Visit the Ben Reifel Visitor Center,"There's something for everyone at the Ben Reifel Visitor Center in the North Unit of Badlands National Park. Swing by the information desk, watch the park film, check out a working fossil preparation lab, enjoy museum exhibits, or stop by the park bookstore.",,https://www.nps.gov/thingstodo/visit-ben-reifel.htm,15-60 Minutes,Bookstore and Park Store
Badlands,badl,Visit the White River Visitor Center,"The White River Visitor Center is the main facility in the South Unit of the park. Be sure to stop by to pick up maps, enjoy museum exhibits, and chat with rangers about the significance of the Badlands and treaties in Lakota heritage.",,https://www.nps.gov/thingstodo/white-river-vc.htm,15-60 Minutes,Hiking
Badlands,badl,Visit the Fossil Preparation Lab,"Visit the Fossil Preparation Lab in Badlands National Park, where visitors have the opportunity to engage with paleontologists and other park staff working on Badlands fossils!",,https://www.nps.gov/thingstodo/badl-fossil-prep-lab.htm,,Guided Tours
Badlands,badl,Enjoy the Night Sky,Night Sky Viewings are a great way to see the dark skies of the Badlands. Park rangers and astronomy volunteers are available to point out objects in the night sky and help you look through telescopes.,Cedar Pass Amphitheater,https://www.nps.gov/thingstodo/night-sky-badl.htm,30-90 Minutes,Astronomy
Badlands,badl,Spotting Wildlife in the Badlands,Many animals call Badlands National Park home. Learn more about these critters and where you can find them on this page.,,https://www.nps.gov/thingstodo/badl-wildlife-viewing.htm,,Wildlife Watching
Badlands,badl,Hiking Badlands Back Roads With Your Dog,Back country roads are a great place to escape the everyday with your pet.,"Old Northeast Road, Badlands National Park",https://www.nps.gov/thingstodo/badl-dogs-on-back-roads.htm,,Hiking
Badlands,badl,Drive Around the South Unit of the Badlands,Enjoy stunning views of Badlands National Park's South Unit by driving around its perimeter.,,https://www.nps.gov/thingstodo/badl-south-unit-drive.htm,1-2 Hours,Scenic Driving
Badlands,badl,Horseback Riding in the Badlands,"Enjoy views of the Badlands from the saddle! Although no commercial horse rental or day rides are available in the park, Badlands invites horse owners to explore the Badlands Wilderness Area, consisting of 64,000 acres of eroded spires and mixed-grass prairie, or other designated areas of the park via horseback.",,https://www.nps.gov/thingstodo/horseback-riding-badl.htm,,Hiking
Badlands,badl,Hiking the Badlands,"Interested in hiking at Badlands National Park? Read about rules, official trails, and the park's open hike policy here.",,https://www.nps.gov/thingstodo/hiking-badl.htm,1-5 Hours,Hiking
Badlands,badl,Explore Sheep Mountain Table,"Sheep Mountain Table is a great place to enjoy stunning views of the Badlands landscape. Whether you’re a hiker looking for a beautiful trail, a photographer scoping out a sunset spot, or simply a visitor seeking to explore the South Unit, Sheep Mountain Table offers incredible vist",,https://www.nps.gov/thingstodo/sheep-mtn-table.htm,1-3 Hours,Scenic Driving
Badlands,badl,Drive Sage Creek Rim Road,"Enjoy views of badlands formations and glimpses of wildlife from Sage Creek Rim Road, one of the dirt roads located in the North Unit of Badlands National Park.",,https://www.nps.gov/thingstodo/sage-creek-rim-road.htm,1-2 Hours,Scenic Driving
Badlands,badl,Drive Badlands Loop Road (Highway 240),"Enjoy the sights of Badlands National Park by driving its most popular road -- Badlands Loop Road, also known as Highway 240. Catch beautiful landscapes, informational exhibits, and glimpses of wildlife on this incredible drive.",,https://www.nps.gov/thingstodo/badl-loop-road.htm,1-2 Hours,Scenic Driving
Badlands,badl,Bicycling in the Badlands,"Enjoy beautiful views of the Badlands without a windshield! Biking in the park offers a chance to experience scenery firsthand -- from the back of a bike, it almost feels like you can reach out and touch the rugged buttes and twisted spires. Read here to learn more about rules, safety, and suggested routes.",,https://www.nps.gov/thingstodo/bicycling-badl.htm,,Biking
Badlands,badl,Badlands BADLibs,"Have you ever played a game of Madlibs? Now you can try out a Badlands version! Pick out your favorite words, then fill them in to create your own wacky Badlands story. After that, share your BADLibs with us on social media -- and don't forget to have fun!",,https://www.nps.gov/thingstodo/badlands-badlibs.htm,,Junior Ranger Program
Badlands,badl,Badlands Sunrises & Sunsets,Enjoy incredible views of the Badlands by waking up early or staying out late. Sunrises and sunsets are photographer favorites for a good reason -- check out this page to learn all the best spots!,,https://www.nps.gov/thingstodo/badl-sunrises-sunsets.htm,,Scenic Driving
Badlands,badl,Become a Badlands Junior Ranger,"Become a Junior Ranger at Badlands National Park! By completing a fun activity book, you can earn a Junior Ranger badge and pledge to explore, learn about, and protect the parks.",,https://www.nps.gov/thingstodo/junior-ranger-booklet-badl.htm,30-45 Minutes,Junior Ranger Program
Big Bend,bibe,Get a Big Bend Passport Stamp,"Are you a ""Passport to Your National Parks"" cancellation collector? Big Bend National Park has a cancellation stamp to commemorate your visit in your passport book.",Panther Junction Visitor Center,https://www.nps.gov/thingstodo/get-a-big-bend-passport-stamp.htm,,Bookstore and Park Store
Big Bend,bibe,Big Bend Junior Rangers,Big Bend National Park invites young visitors to become official Junior Rangers.,,https://www.nps.gov/thingstodo/big-bend-junior-rangers.htm,,Junior Ranger Program
Big Bend,bibe,View the Night Sky,"Far away from most city lights, Big Bend National Park preserves pristine darkness. Take this chance to stargaze, and experience the half of the park that many of us miss - nighttime.",Big Bend National Park,https://www.nps.gov/thingstodo/night-sky-big-bend.htm,,Astronomy
Big Bend,bibe,List of Hiking Trails in Big Bend,Hiking trails,Big Bend National Park,https://www.nps.gov/thingstodo/list-of-hiking-trails-in-big-bend.htm,,Hiking
Big Bend,bibe,See the Rio Grande,"The Rio Grande is accessible from a number of places in Big Bend National Park, and a variety of hiking trails provide even further opportunities to get up close and personal with our watery border with Mexico.",,https://www.nps.gov/thingstodo/see-the-rio-grande.htm,,Hiking
Big Bend,bibe,Hike the Lost Mine Trail,"The Lost Mine Trail climbs to the side of Lost Mine Peak, offering spectacular views of Juniper Canyon and the Northeast Rim of the Chisos.",Lost Mine Trail,https://www.nps.gov/thingstodo/hike-the-lost-mine-trail.htm,,Hiking
